Order_ID,Order_Date,Region,Salesperson,Product,Category,Quantity,Unit_Cost,Unit_Price,Sales,Cost,Profit,Payment_Method
ORD0151,2025-07-25,West,Meera,USB Drive,Accessories,1,605.64,753.23,753.23,605.64,147.59,Bank Transfer
ORD0152,2025-06-14,South,Meera,Backpack,Bags,15,1729.6,2369.17,35537.55,25944.0,9593.55,Card
ORD0153,2025-06-16,West,Vishnu,Headphones,Accessories,10,1814.88,2294.93,22949.3,18148.8,4800.5,Bank Transfer
ORD0154,2025-02-28,South,Kiran,Tablet,Electronics,10,17235.9,23060.41,230604.1,172359.0,58245.1,Bank Transfer
ORD0155,2025-08-01,North,Anjali,Mouse,Accessories,7,467.37,577.69,4043.83,3271.59,772.24,Bank Transfer
ORD0156,2025-12-18,West,Meera,Printer,Electronics,11,7766.64,10765.17,118416.87,85433.04,32983.83,Cash
ORD0157,2025-07-10,South,Arun,Monitor,Electronics,2,11495.63,15213.05,30426.1,22991.26,7434.84,UPI
ORD0158,2025-08-05,North,Vishnu,USB Drive,Accessories,2,666.89,908.36,1816.72,1333.78,482.94,UPI
ORD0159,2025-12-03,West,Sneha,Printer,Electronics,2,8453.08,9837.88,19675.76,16906.16,2769.6,Cash
ORD0160,2025-05-23,South,Kiran,Printer,Electronics,14,8407.06,9537.52,133525.28,117698.84,15826.44,Cash
ORD0161,2025-01-15,South,Vishnu,Webcam,Electronics,15,2536.14,3317.38,49760.7,38042.1,11718.6,UPI
ORD0162,2025-10-17,West,Meera,Printer,Electronics,6,7237.97,9850.58,59103.48,43427.82,15675.66,Card
ORD0163,2025-09-29,South,Kiran,Backpack,Bags,11,1967.31,2218.2,24400.2,21640.41,2759.79,Bank Transfer
ORD0164,2025-06-16,North,Arun,Desk,Furniture,6,8004.17,9552.91,57317.46,48025.02,9292.44,Card
ORD0165,2025-05-20,West,Kiran,Keyboard,Accessories,13,904.01,1177.19,15303.47,11752.13,3551.34,Bank Transfer
ORD0166,2025-09-20,North,Anjali,Webcam,Electronics,8,2383.86,2776.41,22211.28,19070.88,3140.4,Bank Transfer
ORD0167,2025-09-27,East,Arun,Monitor,Electronics,5,12234.65,15635.15,78175.75,61173.25,17002.5,Card
ORD0168,2025-04-19,South,Vishnu,Office Chair,Furniture,10,6045.87,7021.23,70212.3,60458.7,9753.6,UPI
ORD0169,2025-03-31,South,Kiran,Printer,Electronics,2,7241.43,9588.41,19176.82,14482.86,4693.96,Card
ORD0170,2025-02-06,West,Arun,Tablet,Electronics,9,19050.09,25562.55,230062.95,171450.81,58612.14,Bank Transfer
ORD0171,2025-10-22,West,Kiran,Laptop,Electronics,8,48613.08,66047.33,528378.64,388904.64,139474.0,Bank Transfer
ORD0172,2025-03-29,West,Anjali,Headphones,Accessories,2,1712.26,2379.8,4759.6,3424.52,1335.08,Cash
ORD0173,2025-07-25,North,Kiran,Office Chair,Furniture,14,6135.26,7550.68,105709.52,85893.64,19815.88,UPI
ORD0174,2025-02-09,North,Sneha,Backpack,Bags,6,1629.71,2173.6,13041.6,9778.26,3263.34,UPI
ORD0175,2025-03-17,South,Meera,Printer,Electronics,12,9261.22,11980.62,143767.44,111134.64,32632.8,Card
ORD0176,2025-12-02,North,Rahul,Headphones,Accessories,4,1608.07,1842.62,7370.48,6432.28,938.2,Bank Transfer
ORD0177,2025-12-15,East,Anjali,Desk,Furniture,13,8918.4,11360.62,147688.06,115939.2,31748.86,Card
ORD0178,2025-05-21,North,Anjali,Desk,Furniture,2,8705.07,11224.45,22448.9,17410.14,5038.76,Cash
ORD0179,2025-05-27,North,Meera,Headphones,Accessories,8,1733.36,1936.28,15490.24,13866.88,1623.36,Bank Transfer
ORD0180,2025-01-22,West,Sneha,Desk,Furniture,10,8897.21,11900.42,119004.2,88972.1,30032.1,UPI
ORD0181,2025-08-19,North,Anjali,Webcam,Electronics,8,2438.35,3382.76,27062.08,19506.8,7555.28,Cash
ORD0182,2025-08-13,West,Rahul,Tablet,Electronics,11,16076.52,18879.03,207669.33,176841.72,30827.61,UPI
ORD0183,2025-06-23,North,Anjali,Printer,Electronics,15,7826.15,9568.49,143527.35,117392.25,26135.1,Cash
ORD0184,2025-05-10,South,Anjali,Printer,Electronics,2,8410.67,10227.12,20454.24,16821.34,3632.9,Cash
ORD0185,2025-12-02,West,Rahul,Webcam,Electronics,11,2213.39,2667.02,29337.22,24347.29,4989.93,Cash
ORD0186,2025-03-07,North,Kiran,Headphones,Accessories,9,1699.51,2273.09,20457.81,15295.59,5162.22,UPI
ORD0187,2025-06-24,West,Sneha,Laptop,Electronics,6,41724.74,57803.4,346820.4,250348.44,96471.96,Card
ORD0188,2025-02-21,North,Anjali,Keyboard,Accessories,3,782.36,1058.79,3176.37,2347.08,829.29,Card
ORD0189,2025-12-21,South,Divya,Webcam,Electronics,7,2221.41,2564.07,17948.49,15549.87,2398.62,Cash
ORD0190,2025-08-16,East,Divya,Office Chair,Furniture,6,7133.64,8355.34,50132.04,42801.84,7330.2,Card
ORD0191,2025-08-29,South,Anjali,Tablet,Electronics,4,16692.61,22411.28,89645.12,66770.44,22874.68,Bank Transfer
ORD0192,2025-09-28,West,Rahul,Desk,Furniture,13,8283.99,10061.42,130798.46,107691.87,23106.59,Card
ORD0193,2025-09-04,East,Meera,Webcam,Electronics,3,2670.63,2979.5,8938.5,8011.89,926.61,Cash
ORD0194,2025-09-20,South,Kiran,Headphones,Accessories,2,1873.4,2214.05,4428.1,3746.8,681.3,Cash
ORD0195,2025-01-14,West,Arun,Mouse,Accessories,14,481.39,580.02,8120.28,6739.46,1380.82,Bank Transfer
ORD0196,2025-07-11,South,Arun,Tablet,Electronics,6,16361.0,22878.53,137271.18,98166.0,39105.18,UPI
ORD0197,2025-03-16,South,Arun,Monitor,Electronics,14,12344.11,14820.18,207482.52,172817.54,34664.98,UPI
ORD0198,2025-08-29,West,Arun,Desk,Furniture,12,9520.0,12639.25,151671.0,114240.0,37431.0,Cash
ORD0199,2025-11-08,West,Meera,Laptop,Electronics,5,40676.12,46568.3,232841.5,203380.6,29460.9,UPI
ORD0200,2025-11-24,West,Meera,Mouse,Accessories,5,440.23,515.74,2578.7,2201.15,377.55,Cash
ORD0201,2025-10-22,South,Rahul,Desk,Furniture,10,8856.12,11420.73,114207.3,88561.2,25646.1,UPI
ORD0202,2025-08-02,South,Meera,Office Chair,Furniture,1,7025.92,8235.57,8235.57,7025.92,1209.65,UPI
ORD0203,2025-09-17,North,Kiran,Monitor,Electronics,9,11832.25,15806.98,142262.82,106490.25,35772.57,Bank Transfer
ORD0204,2025-01-09,East,Meera,Laptop,Electronics,11,42602.41,51633.73,567971.03,468626.51,99344.52,UPI
ORD0205,2025-10-25,East,Rahul,Mouse,Accessories,12,507.14,573.63,6883.56,6085.68,797.88,Cash
ORD0206,2025-12-17,West,Divya,Printer,Electronics,9,7944.41,10270.84,92437.56,71499.69,20937.87,Card
ORD0207,2025-01-19,East,Sneha,Keyboard,Accessories,2,926.11,1280.89,2561.78,1852.22,709.56,Cash
ORD0208,2025-09-21,West,Divya,Mouse,Accessories,15,430.24,593.74,8906.1,6453.6,2452.5,UPI
ORD0209,2025-01-25,East,Vishnu,Laptop,Electronics,13,45527.63,53988.18,701846.34,591859.19,109987.15,Cash
ORD0210,2025-07-17,East,Rahul,Printer,Electronics,7,9115.16,12059.29,84415.03,63806.12,20608.91,Bank Transfer
ORD0211,2025-05-17,North,Kiran,Backpack,Bags,8,1695.31,2270.34,18162.72,13562.48,4600.24,Cash
ORD0212,2025-05-31,East,Meera,Office Chair,Furniture,10,7691.42,8876.95,88769.5,76914.2,11855.3,Cash
ORD0213,2025-08-07,South,Divya,Printer,Electronics,11,7853.23,9689.12,106580.32,86385.53,20194.79,UPI
ORD0214,2025-11-11,West,Vishnu,Desk,Furniture,1,9285.33,12753.24,12753.24,9285.33,3467.91,Cash
ORD0215,2025-12-14,South,Arun,Monitor,Electronics,11,12112.54,14643.98,161083.78,133237.94,27845.84,Card
ORD0216,2025-02-04,South,Anjali,Webcam,Electronics,11,2613.32,2901.93,31921.23,28746.52,3174.71,UPI
ORD0217,2025-08-19,East,Anjali,Office Chair,Furniture,10,6006.67,6883.83,68838.3,60066.7,8771.6,Bank Transfer
ORD0218,2025-06-10,East,Sneha,Monitor,Electronics,10,10613.09,12842.74,128427.4,106130.9,22296.5,Cash
ORD0219,2025-10-15,North,Vishnu,Laptop,Electronics,12,40343.04,50643.57,607722.84,484116.48,123606.36,UPI
ORD0220,2025-12-22,West,Sneha,Backpack,Bags,8,1626.56,2087.79,16702.32,13012.48,3689.84,Cash
ORD0221,2025-08-16,North,Anjali,Keyboard,Accessories,14,781.66,900.31,12604.34,10943.24,1661.1,UPI
ORD0222,2025-06-03,South,Rahul,Backpack,Bags,2,1777.5,2110.09,4220.18,3555.0,665.18,UPI
ORD0223,2025-03-13,South,Divya,Tablet,Electronics,4,15846.13,18386.17,73544.68,63384.52,10160.16,Cash
ORD0224,2025-10-10,South,Meera,Printer,Electronics,9,8441.09,10468.82,94219.38,75969.81,18249.57,Cash
ORD0225,2025-09-27,West,Kiran,Headphones,Accessories,7,1979.82,2604.77,18233.39,13858.74,4374.65,Cash
ORD0226,2025-12-15,East,Rahul,Keyboard,Accessories,6,909.53,1123.26,6739.56,5457.18,1282.38,Card
ORD0227,2025-03-05,South,Vishnu,Keyboard,Accessories,7,878.14,1194.68,8362.76,6146.98,2215.78,Card
